"Date","Price","Open","High","Low","Vol.","Change %"
"10/14/2021","14,010","13,990","14,250","13,840","1.47K","0.43%"
"10/13/2021","13,950","13,660","14,050","13,330","3.12K","2.95%"
"10/12/2021","13,550","12,900","13,760","12,710","2.60K","4.96%"
"10/11/2021","12,910","12,810","13,050","12,430","4.37K","0.94%"
"10/08/2021","12,790","12,150","13,140","12,150","0.12K","5.70%"
"10/07/2021","12,100","12,410","12,790","11,840","8.33K","-2.58%"
"10/06/2021","12,420","14,590","14,610","12,330","6.17K","-13.93%"
"10/05/2021","14,430","14,180","14,500","13,990","1.56K","2.70%"
"10/04/2021","14,050","14,570","14,570","13,730","4.05K","-1.75%"
"10/01/2021","14,300","14,620","14,860","14,300","5.51K","-3.38%"
"09/30/2021","14,800","14,470","15,210","14,470","2.48K","2.35%"
"09/29/2021","14,460","14,520","15,030","14,400","0.90K","1.12%"
"09/28/2021","14,300","14,530","14,740","14,300","1.11K","-1.11%"
"09/27/2021","14,460","15,050","15,130","14,450","1.81K","-2.69%"
"09/24/2021","14,860","15,240","15,360","14,840","2.03K","-1.78%"
"09/23/2021","15,130","15,440","15,680","15,100","1.92K","-0.46%"
"09/22/2021","15,200","14,870","15,230","14,650","2.23K","4.25%"
"09/21/2021","14,580","14,590","14,670","14,450","1.78K","0.21%"
"09/20/2021","14,550","14,430","14,600","14,210","3.84K","0.76%"
"09/17/2021","14,440","14,600","14,600","14,240","7.02K","-1.16%"
"09/16/2021","14,610","13,940","14,610","13,940","1.78K","4.13%"
"09/15/2021","14,030","14,240","14,410","13,870","2.99K","-2.50%"
"09/14/2021","14,390","14,540","14,580","14,240","1.05K","-0.42%"
"09/13/2021","14,450","14,620","14,790","14,160","2.13K","-0.76%"
"09/10/2021","14,560","14,100","14,650","14,040","1.70K","3.63%"
"09/09/2021","14,050","13,890","14,230","13,830","2.58K","1.08%"
"09/08/2021","13,900","14,060","14,110","13,570","2.47K","-1.97%"
"09/07/2021","14,180","14,140","14,300","13,820","2.35K","-0.77%"
"09/06/2021","14,290","14,320","14,350","14,080","0.98K","-0.49%"
"09/03/2021","14,360","14,420","14,420","14,210","1.23K","-0.21%"
"09/02/2021","14,390","13,740","14,400","13,740","2.41K","4.65%"
"09/01/2021","13,750","13,860","14,160","13,720","2.88K","-1.50%"
"08/31/2021","13,960","14,200","14,520","13,900","5.47K","-1.69%"
"08/30/2021","14,200","13,610","14,440","13,610","8.39K","3.95%"
"08/27/2021","13,660","13,690","13,710","13,500","1.71K","0.89%"
"08/26/2021","13,540","13,930","13,970","13,250","2.27K","-3.15%"
"08/25/2021","13,980","13,750","14,100","13,530","2.35K","2.57%"
"08/24/2021","13,630","13,470","13,870","13,470","2.38K","0.59%"
"08/23/2021","13,550","13,400","13,730","13,400","1.27K","0.97%"
"08/20/2021","13,420","13,480","13,530","13,310","0.57K","0.30%"
"08/19/2021","13,380","13,150","13,550","13,100","1.30K","-0.59%"
"08/18/2021","13,460","13,640","13,930","13,270","1.44K","-2.60%"
"08/17/2021","13,820","13,810","14,080","13,610","2.24K","1.25%"
"08/16/2021","13,650","13,800","13,960","13,650","1.39K","-2.57%"
"08/13/2021","14,010","13,880","14,050","13,790","0.12K","0.07%"
"08/12/2021","14,000","13,710","14,000","13,700","0.46K","1.30%"
"08/11/2021","13,820","14,070","14,160","13,800","0.88K","-2.74%"
"08/10/2021","14,210","14,040","14,220","14,040","0.56K","0.50%"
"08/09/2021","14,140","14,200","14,390","14,130","1.87K","-1.67%"
"08/06/2021","14,380","14,260","14,410","13,940","1.96K","0.91%"
"08/05/2021","14,250","14,050","14,330","13,950","1.60K","1.28%"
"08/04/2021","14,070","14,510","14,830","14,060","0.16K","-3.50%"
"08/03/2021","14,580","14,400","14,690","14,220","2.19K","1.89%"
"08/02/2021","14,310","13,890","14,360","13,780","0.64K","3.40%"
"07/30/2021","13,840","13,650","14,160","13,650","1.44K","-0.43%"
"07/29/2021","13,900","13,500","13,940","13,500","2.78K","2.28%"
"07/28/2021","13,590","13,200","13,690","13,000","1.58K","1.80%"
"07/27/2021","13,350","13,550","13,550","13,060","1.01K","-0.89%"
"07/26/2021","13,470","13,670","13,680","13,260","1.40K","-0.59%"
"07/23/2021","13,550","13,450","13,600","13,360","0.35K","0.37%"
"07/22/2021","13,500","13,630","13,630","13,420","1.15K","-0.07%"
"07/21/2021","13,510","13,530","13,670","13,510","1.18K","-1.03%"
"07/20/2021","13,650","13,580","13,650","13,260","1.42K","3.17%"
"07/19/2021","13,230","13,670","13,670","13,010","1.57K","-2.93%"
"07/16/2021","13,630","13,670","13,780","13,560","2.36K","0.22%"
"07/15/2021","13,600","13,690","13,790","13,580","2.21K","-0.73%"
"07/14/2021","13,700","13,750","13,870","13,560","2.81K","-0.94%"
"07/13/2021","13,830","13,500","13,890","13,410","1.19K","2.44%"
"07/12/2021","13,500","13,750","13,750","13,420","1.13K","-0.95%"
"07/09/2021","13,630","13,350","13,730","13,220","0.73K","3.57%"
"07/08/2021","13,160","13,760","13,790","12,920","1.37K","-3.94%"
"07/07/2021","13,700","12,800","13,950","12,770","1.92K","7.03%"
"07/06/2021","12,800","12,710","12,970","12,710","1.08K","-1.01%"
"07/05/2021","12,930","12,970","13,070","12,650","1.32K","-1.30%"
"07/02/2021","13,100","13,130","13,150","12,860","1.35K","0.77%"
